feature,avg_profitable,avg_unprofitable,difference,difference_pct,std_profitable,std_unprofitable,n_profitable,n_unprofitable,abs_diff_pct
rsi_volatility,9.156282773398996,10.101106357149256,0.9448235837502601,10.3188554474877,3.0896419117690592,3.9713556885106946,7,5,10.3188554474877
dist_from_sma_50_1d,-0.18038239253571023,-0.19880581213501786,-0.018423419599307628,10.21353544562857,0.09614410039839587,0.1013486873110769,7,5,10.21353544562857
mfi_14_2h,30.858778959123818,33.86184945593927,3.003070496815454,9.731656916151426,11.728031584918849,9.16776194007691,17,8,9.731656916151426
atr_normalized_12h,0.07558981501589197,0.0825823710170246,0.006992556001132633,9.25065896729939,0.013635653247793025,0.020264136631379697,7,4,9.25065896729939
mfi_14_12h,27.140151262957634,29.637001652130053,2.496850389172419,9.199839621307701,12.433114947314106,4.894170887004657,13,6,9.199839621307701
dist_from_swing_high_50_12h,-0.28993895563981387,-0.26532297978615216,0.02461597585366171,-8.49005467352297,0.06532046731947916,0.07801222538918617,26,13,8.49005467352297
sma_20_slope_4h,-0.018833789228319485,-0.017268947357871826,0.0015648418704476592,-8.308693760333052,0.012182048508490665,0.01270613574684759,23,11,8.308693760333052
rvol_ratio_2h,0.7205001548875967,0.7802822337453255,0.05978207885772879,8.297302707319368,0.24639407772282265,0.1313613205062723,9,4,8.297302707319368
adx_14,22.375793246879578,24.15209011206073,1.776296865181152,7.938475501550614,8.780140154748342,7.008950905921669,29,13,7.938475501550614
rvol_ratio_1d,0.6134639400644409,0.6611583206440248,0.04769438057958386,7.774602134654213,0.11338412431966627,0.15123104538137544,22,7,7.774602134654213
mfi_14_1h,48.95110523106413,45.471169332371964,-3.479935898692169,-7.10900373396231,15.857266704202397,6.940456278244413,18,4,7.10900373396231
mfi_14_1d,33.77619309214798,35.84410441890036,2.0679113267523803,6.122393133858274,7.7518587439116295,7.7928106581938525,15,7,6.122393133858274
atr_normalized_4h,0.040256840856560124,0.042669272736868366,0.0024124318803082426,5.9926010809045405,0.004968767508751753,0.007413649426360677,11,5,5.9926010809045405
mfi_slope_1h,2.5626020298384606,2.422718966586693,-0.13988306325176758,-5.458633905030717,17.169838305631547,0.0,4,1,5.458633905030717
rsi_14_4h,39.967689019512235,41.41536957458656,1.447680555074328,3.622127249758098,10.551541200855342,6.9989359068352,5,2,3.622127249758098
tape_speed_20,9.333333333333334,9.0,-0.3333333333333339,-3.5714285714285774,5.436502143433364,1.0,3,2,3.5714285714285774
roc_10_atr_norm_4h,-1.4711998029356763,-1.520723930330586,-0.049524127394909634,3.366240757787467,1.435819569183963,1.3739507427410447,24,11,3.366240757787467
dist_from_swing_low_50_4h,0.06470212597048221,0.06685069493930601,0.0021485689688238024,3.320708456788579,0.05022171021447057,0.043185255630256984,33,14,3.320708456788579
dist_from_swing_high_50_1d,-0.394151586645549,-0.38233128831447327,0.01182029833107573,-2.9989219202878505,0.10341652897455207,0.14896340718220497,22,10,2.9989219202878505
dist_from_swing_high_50_2h,-0.11725008992435837,-0.11395159956955678,0.003298490354801592,-2.8132092324445543,0.04475672697675584,0.05517862600997866,24,9,2.8132092324445543
sma_50_slope_4h,-0.01698728820058832,-0.01742259317083354,-0.00043530497024521844,2.5625336139887387,0.008097230018905277,0.012123540683068056,9,3,2.5625336139887387
dist_from_swing_high_50_6h,-0.19818436990142804,-0.20292930933270942,-0.004744939431281375,2.394204665908512,0.030183279693685047,0.038835811238000284,14,7,2.394204665908512
atr_normalized_1d,0.09117016273074532,0.08913504452155716,-0.002035118209188169,-2.232219564199446,0.024489668713161862,0.034747841434671495,28,10,2.232219564199446
rvol_ratio_12h,0.5836126062403795,0.5724717663935665,-0.011140839846813022,-1.9089443455620476,0.1005062484668826,0.12178209462644893,13,6,1.9089443455620476
avg_trade_size_momentum,0.9929961977499339,0.9747661203321814,-0.01823007741775251,-1.8358657826747682,0.01684406740823412,0.008976378303377774,3,2,1.8358657826747682
roc_10_atr_norm_1d,-1.5918254141471249,-1.6112087919459732,-0.019383377798848356,1.2176823932185845,0.7426720064170237,0.9878945844939447,19,5,1.2176823932185845
roc_10_atr_norm_12h,-2.322452548093148,-2.2954115054434867,0.02704104264966123,-1.1643313303371172,0.41249589345943816,0.5671349555863022,31,12,1.1643313303371172
rsi_14_1d,36.872014258114305,37.28571118766672,0.4136969295524153,1.1219808244171916,6.728531683941295,5.256522509885573,8,7,1.1219808244171916
rsi_14_12h,31.58142562346102,31.83002964352836,0.24860402006734006,0.7871842868380793,5.610759700114151,2.6974795360252455,11,5,0.7871842868380793
dist_from_swing_high_50_4h,-0.19790186963795997,-0.19878723400122178,-0.0008853643632618091,0.4473754416173466,0.05208286642845748,0.0639380401314508,25,9,0.4473754416173466
sr_strength,0.55,0.55,0.0,0.0,0.45,0.45,2,2,0.0
near_swing_high_alignment,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.07856742013183861,7,3,0.0
trend_alignment_score,0.0,0.2,0.2,0.0,0.0,0.0,2,1,0.0
above_sma_100_1d,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0
